"","Genes","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"8612","TRMU",6.74618061116111e-05,0.265733839696217,0.045,0.062,1
"8613","ZMYND8",6.75829129511989e-05,0.341368820173911,0.079,0.102,1
"8614","ENOPH1",6.81723062536656e-05,1.07853778366874,0.134,0.122,1
"8615","EBNA1BP2",6.82849806611125e-05,0.538091737202325,0.097,0.124,1
"8616","BOD1",6.83893817785339e-05,0.561005360483788,0.099,0.127,1
"8617","SPOPL",6.8577111751238e-05,0.29434771614101,0.029,0.042,1
"8618","TSPAN6",6.96829243012282e-05,0.689779378723226,0.08,0.104,1
"8619","ZNF528",7.13857105230019e-05,1.34861343789892,0.029,0.021,1
"8620","CRTC1",7.16715859587857e-05,0.11254156496397,0.021,0.033,1
"8621","TMX2",7.17363556190164e-05,0.996019469511834,0.148,0.137,1
"8622","TUSC1",7.17772323373444e-05,1.62008821841682,0.058,0.046,1
"8623","PEX11G",7.19170217815732e-05,2.15360670304704,0.026,0.018,1
"8624","MARCH9",7.25651502680511e-05,0.26890491688463,0.03,0.043,1
"8625","PIP5K1C",7.31968807055338e-05,0.101260006208429,0.023,0.035,1
"8626","NDUFV2",7.33731899875422e-05,0.245776341061858,0.262,0.325,1
"8627","CTU1",7.38364920113923e-05,0.330824195765993,0.016,0.027,1
"8628","NAGLU",7.3961839512459e-05,0.301807281693511,0.021,0.032,1
"8629","CACNA1A",7.47011255717935e-05,-0.569233875447821,0.008,0.016,1
"8630","DCAF4",7.52794988593751e-05,0.334770267188355,0.014,0.024,1
"8631","MDH1",7.58638205547745e-05,0.296471519250526,0.235,0.291,1
"8632","PDHX",7.58679504402389e-05,0.522722142681384,0.044,0.06,1
"8633","DDX59",7.59289143776718e-05,0.297053884879783,0.035,0.049,1
"8634","LINC00920",7.62440278745792e-05,1.51288784182134,0.017,0.011,1
"8635","NRSN2",7.64074816949855e-05,1.48215649797897,0.034,0.024,1
"8636","AMZ2",7.69699206458802e-05,0.435630615072053,0.101,0.129,1
"8637","XKR8",7.80318917467729e-05,0.242808114505813,0.02,0.032,1
"8638","NINL",7.85722000086324e-05,0.160460127491755,0.009,0.018,1
"8639","GAN",7.94309122755768e-05,0.477699472956315,0.02,0.031,1
"8640","C19orf47",7.99975411581283e-05,-0.26222720235654,0.008,0.016,1
"8641","GLO1",8.00792281715298e-05,0.837578063033383,0.206,0.199,1
"8642","TMED1",8.01123140138853e-05,0.465313108934237,0.078,0.101,1
"8643","RILP",8.02587809009799e-05,0.351826750138053,0.031,0.045,1
"8644","DDX58",8.07122940428254e-05,0.685505036408238,0.053,0.041,1
"8645","GPALPP1",8.09437835283556e-05,0.389465857157355,0.046,0.063,1
"8646","SPRED2",8.24266043277631e-05,0.45972940357669,0.024,0.036,1
"8647","CFH",8.24274087768602e-05,-1.29506505229186,0.035,0.049,1
"8648","RGS5",8.31885976898984e-05,-1.46740285136697,0.016,0.026,1
"8649","DNALI1",8.36999015561169e-05,1.83120262213456,0.035,0.026,1
"8650","GLB1L",8.52402953586866e-05,-0.494641454590414,0.005,0.012,1
"8651","MRPS9",8.57163363244434e-05,0.624116232525291,0.076,0.099,1
"8652","DCAF8",8.60769771294791e-05,0.291381078778034,0.084,0.107,1
"8653","C19orf44",8.63542368470281e-05,1.50085601610339,0.014,0.008,1
"8654","ZNF300",8.66836511826476e-05,0.208833964362492,0.007,0.014,1
"8655","STK25",8.71519303017962e-05,0.535914251681402,0.104,0.133,1
"8656","DNM3",8.81783266124939e-05,1.5093986168041,0.012,0.007,1
"8657","GALC",8.92451731460094e-05,0.219120989754602,0.031,0.045,1
"8658","ZNF251",8.94294137727436e-05,-0.300963743993296,0.01,0.019,1
"8659","TEC",8.95224421525777e-05,-0.274703080692768,0.006,0.013,1
"8660","PXN-AS1",8.98557580851079e-05,0.239658405907383,0.018,0.028,1
"8661","C12orf43",8.99931519529218e-05,0.411230672108559,0.04,0.056,1
"8662","RAF1",9.01418656904959e-05,0.368579037144154,0.1,0.127,1
"8663","FEM1A",9.03964425136495e-05,0.316645608697367,0.034,0.049,1
"8664","ARMC1",9.1179051427472e-05,0.493350863043248,0.074,0.097,1
"8665","CXorf38",9.1310477569205e-05,0.132364415773538,0.046,0.063,1
"8666","FAM111A",9.1332717989901e-05,0.173519577563495,0.076,0.098,1
"8667","WDR11",9.13524937780232e-05,0.433782231251848,0.056,0.075,1
"8668","PPP1R9A",9.1478022487212e-05,1.64535689499247,0.044,0.033,1
"8669","NCAPG2",9.16443439829963e-05,0.462153064821298,0.012,0.021,1
"8670","RING1",9.31045357676108e-05,0.417806561362633,0.093,0.118,1
"8671","CDC23",9.33150354607478e-05,0.447261880865505,0.034,0.048,1
"8672","NUDT12",9.39665120913453e-05,1.75931999899603,0.031,0.022,1
"8673","NUTM2A-AS1",9.4655535412873e-05,0.39940282577994,0.1,0.127,1
"8674","ETV5",9.51685821008577e-05,0.237292926317999,0.012,0.021,1
"8675","GAPVD1",9.53000940575536e-05,0.406188812401999,0.058,0.077,1
"8676","XRCC2",9.57634136239627e-05,0.126667370593032,0.005,0.011,1
"8677","GPN1",9.62051163082753e-05,0.474072096297953,0.062,0.082,1
"8678","BCL7B",9.83395453127392e-05,0.28477604739467,0.116,0.145,1
"8679","RAB5B",9.94183942261373e-05,0.607139079898652,0.083,0.108,1
"8680","UTP15",9.95500676213554e-05,0.108508349678031,0.014,0.023,1
"8681","APMAP",9.95796772130713e-05,0.786664488801466,0.162,0.149,1
"8682","ADAMDEC1",0.000101081227335598,-2.72812805358305,0.097,0.078,1
"8683","BTNL9",0.000101514274468022,-1.0331084259265,0.003,0.01,1
"8684","SMYD4",0.000101561092934291,0.153506989200809,0.035,0.049,1
"8685","FMNL3",0.000101874283572669,0.115699575204665,0.033,0.047,1
"8686","ZFYVE26",0.000102399619837121,-0.242671189661317,0.012,0.021,1
"8687","CASP8AP2",0.000103063296237822,0.387455310130225,0.058,0.077,1
"8688","TADA1",0.000103232595792012,0.450937786268911,0.017,0.027,1
"8689","LTV1",0.000103464843118317,0.496805119133017,0.057,0.076,1
"8690","TSHZ3",0.000103688087641457,1.30565314664956,0.034,0.025,1
"8691","TOE1",0.000104732183047934,0.160619618762953,0.031,0.044,1
"8692","NDST2",0.000105304706074223,-0.214175894435042,0.014,0.024,1
"8693","SGSM3",0.000105689593904929,0.961963888124983,0.112,0.099,1
"8694","FAM171A1",0.000106284895210932,1.43364749497834,0.058,0.046,1
"8695","SCAPER",0.000106504048365662,0.359867337960074,0.063,0.082,1
"8696","GCAT",0.000107517791569005,0.832256702905078,0.02,0.031,1
"8697","CCNL2",0.000108203872031562,0.408548497894452,0.12,0.151,1
"8698","TAZ",0.000108830895771417,0.246271420074635,0.06,0.079,1
"8699","UBE2L3",0.000108858594608485,0.378738288899863,0.25,0.313,1
"8700","KIF9-AS1",0.000109575706082053,-0.965830554755908,0.005,0.012,1
"8701","TRIP10",0.000110607961662191,1.13808940937025,0.085,0.072,1
"8702","PAIP2B",0.000111236673271688,0.659256688235167,0.025,0.037,1
"8703","ROMO1",0.000111883233801678,0.223930276926059,0.302,0.372,1
"8704","OAZ2",0.000112805124677774,0.808653193634112,0.156,0.144,1
"8705","KIAA1841",0.000113540893892318,1.66518344665283,0.033,0.023,1
"8706","CDC5L",0.00011375962862367,0.456569563587235,0.117,0.147,1
"8707","LRIG3",0.000113808789104152,0.574268582892912,0.024,0.037,1
"8708","PITPNM2",0.000113893274085428,-0.602469560365159,0.005,0.012,1
"8709","ZNF674-AS1",0.000114042379224161,0.244793037129633,0.008,0.016,1
"8710","DRAP1",0.000114684370171314,0.267349518738032,0.301,0.375,1
"8711","DDX20",0.000114761180570859,0.168746378548844,0.025,0.038,1
"8712","FHDC1",0.00011570755522598,1.87712977438783,0.021,0.014,1
"8713","DOK5",0.000115819172863402,1.44838646914751,0.014,0.008,1
"8714","DHRSX",0.000116352917988293,0.493079244583344,0.068,0.088,1
"8715","EXOC8",0.000117585497644959,-0.228965945665261,0.017,0.027,1
